borrower_id,borrower_name,state,sector,branch_id,loan_officer_id,disbursal_date,loan_amount,interest_rate,tenure_months,monthly_income,emi_amount,emi_to_income_ratio,credit_score,bounce_count_6m,dpd_current,gst_filing,collateral_type,prior_defaults,risk_category,loan_status,default
BRW_00634,Bhavna Bhakta,Rajasthan,Textile,BR_11,LO_006,2023-03-23,3000000,14.81,36,670905,103717,0.155,745,1,45,Regular,Property,1,Critical,Stressed,0
BRW_00635,Jatin Raju,Maharashtra,Auto Parts,BR_16,LO_025,2023-09-13,2000000,11.77,24,488596,93932,0.192,752,1,45,Irregular,Unsecured,0,Red,Stressed,0
BRW_00636,Charles Naik,Maharashtra,Auto Parts,BR_13,LO_016,2023-06-08,10000000,15.97,36,1862397,351422,0.189,732,4,0,Regular,Property,2,Red,Active,0
BRW_00637,Rajeshri Soni,Karnataka,Textile,BR_03,LO_026,2022-04-29,2000000,11.85,36,681004,66285,0.097,646,2,0,Regular,Inventory,0,Red,Defaulted,1
BRW_00638,Samuel Balan,Karnataka,Chemicals,BR_11,LO_015,2023-01-30,750000,17.98,60,175765,19036,0.108,634,0,0,Regular,Machinery,1,Red,Defaulted,1
BRW_00639,Hemang Brahmbhatt,West Bengal,Auto Parts,BR_08,LO_032,2023-08-14,1500000,18.23,36,499803,54401,0.109,675,0,75,Regular,Property,1,Critical,Stressed,0
BRW_00640,Ekansh Trivedi,Haryana,Electronics,BR_10,LO_040,2022-07-14,10000000,12.83,18,820496,613683,0.748,746,0,60,Irregular,Property,0,Red,Stressed,1
BRW_00641,Vyanjana Kashyap,Uttar Pradesh,Retail Trade,BR_18,LO_019,2022-09-18,500000,16.23,12,117310,45419,0.387,644,0,60,Irregular,Unsecured,0,Red,Stressed,0
BRW_00642,Bakhshi Dhar,Tamil Nadu,Retail Trade,BR_17,LO_014,2022-02-15,500000,12.15,24,136820,23571,0.172,654,1,15,Irregular,Unsecured,1,Red,Defaulted,1
BRW_00643,Pushti Master,Karnataka,Electronics,BR_07,LO_035,2023-12-27,5000000,16.61,24,1405858,246275,0.175,709,0,0,Regular,Machinery,2,Amber,Active,0
BRW_00644,Aishani Basu,Telangana,Textile,BR_18,LO_026,2023-03-23,1000000,13.93,18,324343,61882,0.191,776,5,45,Non-Filer,Property,0,Critical,Stressed,0
BRW_00645,Darika Gulati,Haryana,Electronics,BR_10,LO_037,2022-01-02,750000,16.27,12,60891,68144,1.119,699,1,0,Irregular,Property,0,Amber,Active,0
BRW_00646,Parth Sampath,Punjab,Construction,BR_20,LO_013,2023-06-17,10000000,14.11,12,800891,898388,1.122,665,1,0,Regular,Property,2,Critical,Defaulted,1
BRW_00647,Jackson Gala,Delhi,Construction,BR_13,LO_008,2024-04-05,1000000,12.52,18,207511,61223,0.295,641,6,90,Irregular,Machinery,0,Critical,NPA,1
BRW_00648,Anita Vohra,Madhya Pradesh,Textile,BR_07,LO_014,2023-07-06,750000,14.34,48,65931,20623,0.313,753,5,45,Regular,Property,0,Critical,Stressed,1
BRW_00649,Tanay Sodhi,Tamil Nadu,Electronics,BR_07,LO_026,2023-12-05,7500000,12.29,48,2573428,198573,0.077,784,1,120,Regular,Property,2,Critical,NPA,1
BRW_00650,Ekanta Viswanathan,Maharashtra,Construction,BR_20,LO_030,2024-01-07,3000000,15.54,12,419872,271539,0.647,691,2,15,Regular,Machinery,1,Critical,Defaulted,1
BRW_00651,Krishna Prabhakar,Rajasthan,Chemicals,BR_11,LO_040,2024-01-30,3000000,11.79,48,622858,78692,0.126,794,6,0,Regular,Inventory,0,Red,Active,0
BRW_00652,Azad Rajagopalan,Karnataka,Electronics,BR_10,LO_013,2024-01-25,5000000,15.19,48,482535,139635,0.289,818,0,0,Regular,Unsecured,0,Green,Defaulted,1
BRW_00653,Ranveer Ahluwalia,Rajasthan,Chemicals,BR_12,LO_036,2023-11-18,5000000,17.7,48,1104765,146092,0.132,738,0,0,Regular,Machinery,1,Red,Defaulted,1
BRW_00654,Jatin Master,Uttar Pradesh,Construction,BR_13,LO_011,2022-07-21,3000000,17.37,12,547764,274141,0.5,806,1,30,Non-Filer,Inventory,0,Red,Stressed,0
BRW_00655,Udant Varty,Madhya Pradesh,Retail Trade,BR_12,LO_002,2023-01-08,1500000,17.68,48,138087,43812,0.317,809,5,0,Regular,Machinery,0,Red,Active,0
BRW_00656,Shivani Sengupta,Punjab,Construction,BR_12,LO_030,2023-03-18,10000000,17.95,24,1704835,498999,0.293,812,2,0,Regular,Machinery,0,Red,Defaulted,1
BRW_00657,Sai Cherian,Uttar Pradesh,Chemicals,BR_06,LO_024,2022-03-13,3000000,12.23,60,557063,67082,0.12,742,2,45,Non-Filer,Inventory,0,Critical,Stressed,0
BRW_00658,Qabil Mahal,Uttar Pradesh,Agri Processing,BR_03,LO_018,2023-11-12,1500000,12.4,12,520918,133554,0.256,705,5,30,Regular,Inventory,0,Red,Stressed,1
BRW_00659,Yasti Natt,Gujarat,Food & Beverage,BR_08,LO_023,2022-12-05,1000000,15.4,18,136129,62573,0.46,752,1,0,Irregular,Machinery,2,Red,Active,0
BRW_00660,Watika Saini,Maharashtra,Auto Parts,BR_17,LO_006,2023-10-01,1500000,17.76,48,340635,43874,0.129,656,0,120,Regular,Machinery,0,Red,NPA,0
BRW_00661,Diya Mody,Rajasthan,Electronics,BR_13,LO_011,2022-11-18,1000000,18.32,36,346575,36313,0.105,761,3,75,Regular,Unsecured,0,Red,Stressed,1
BRW_00662,Isaiah Pall,Delhi,Agri Processing,BR_08,LO_007,2023-11-11,750000,11.82,12,220383,66573,0.302,778,3,0,Regular,Inventory,1,Red,Active,0
BRW_00663,Xavier Mishra,Madhya Pradesh,Construction,BR_05,LO_033,2024-05-18,2000000,13.99,18,696418,123820,0.178,776,5,15,Non-Filer,Inventory,0,Critical,Active,0
BRW_00664,Wishi Virk,Telangana,Retail Trade,BR_04,LO_010,2022-05-08,750000,12.99,60,256080,17060,0.067,701,2,30,Regular,Gold,0,Amber,Stressed,0
BRW_00665,Ekalinga Sinha,Tamil Nadu,Textile,BR_16,LO_021,2024-01-08,3000000,16.79,24,636527,148024,0.233,736,0,0,Regular,Property,1,Red,Defaulted,1
BRW_00666,Theodore Rastogi,Karnataka,Construction,BR_18,LO_009,2022-11-04,1000000,15.98,18,268021,62846,0.234,779,2,90,Non-Filer,Machinery,0,Critical,NPA,1
BRW_00667,Zinal Sahni,Madhya Pradesh,Retail Trade,BR_04,LO_030,2023-06-04,3000000,12.34,48,329458,79503,0.241,587,4,120,Non-Filer,Unsecured,1,Critical,NPA,1
BRW_00668,Aryan Raju,Gujarat,Food & Beverage,BR_11,LO_025,2022-11-13,10000000,14.88,36,1991101,346065,0.174,633,2,120,Regular,Machinery,0,Critical,NPA,0
BRW_00669,Anika Sodhi,West Bengal,Construction,BR_08,LO_025,2023-11-14,500000,16.3,48,149217,14247,0.095,714,5,0,Irregular,Property,0,Critical,Active,0
BRW_00670,Alka Jani,West Bengal,Chemicals,BR_01,LO_024,2023-02-23,3000000,16.95,18,649321,189919,0.292,662,1,0,Regular,Inventory,2,Red,Active,0
BRW_00671,Ansh Saraf,Rajasthan,Textile,BR_13,LO_012,2022-12-01,10000000,11.64,12,2697287,886804,0.329,682,0,30,Regular,Property,0,Amber,Stressed,1
BRW_00672,Jeremiah Patil,Haryana,Retail Trade,BR_04,LO_007,2023-02-17,1500000,17.73,36,422029,54025,0.128,730,1,75,Regular,Machinery,0,Red,Stressed,1
BRW_00673,Eta Pall,Delhi,Retail Trade,BR_04,LO_034,2023-12-15,750000,15.48,36,111327,26175,0.235,679,0,0,Regular,Property,1,Amber,Active,0
BRW_00674,Niharika Agarwal,Haryana,Retail Trade,BR_04,LO_003,2022-10-30,1500000,17.18,18,474658,95123,0.2,813,0,30,Regular,Machinery,1,Amber,Stressed,1
BRW_00675,Yasti Shere,Telangana,Food & Beverage,BR_13,LO_006,2023-07-22,500000,17.16,60,102076,12469,0.122,611,0,15,Regular,Inventory,1,Red,Defaulted,1
BRW_00676,Praneel Lanka,Gujarat,Construction,BR_19,LO_027,2022-05-11,1000000,12.83,60,136749,22666,0.166,641,1,0,Regular,Machinery,2,Critical,Active,0
BRW_00677,Shravya Rajan,Madhya Pradesh,Food & Beverage,BR_16,LO_019,2022-07-16,10000000,12.27,48,3136622,264665,0.084,752,0,90,Regular,Machinery,0,Red,NPA,1
BRW_00678,Fariq Bal,Gujarat,Electronics,BR_14,LO_008,2023-03-07,2000000,16.55,18,385622,126233,0.327,775,5,0,Regular,Property,0,Red,Active,0
BRW_00679,Praneel Sekhon,Karnataka,Auto Parts,BR_10,LO_036,2023-11-12,3000000,12.59,36,847753,100490,0.119,609,3,30,Non-Filer,Property,0,Red,Stressed,0
BRW_00680,Ekansh Bakshi,Gujarat,Auto Parts,BR_05,LO_039,2023-01-24,1000000,17.45,18,227968,63543,0.279,685,2,30,Irregular,Machinery,1,Red,Stressed,1
BRW_00681,Mugdha Batra,Maharashtra,Electronics,BR_15,LO_036,2023-11-25,2000000,16.58,36,366210,70888,0.194,618,6,0,Regular,Property,2,Critical,Defaulted,1
BRW_00682,Amrita Lad,Madhya Pradesh,Construction,BR_06,LO_018,2024-02-06,7500000,17.39,48,2239999,217929,0.097,712,4,60,Non-Filer,Gold,0,Critical,Stressed,0
BRW_00683,Aarnav Hari,Gujarat,Chemicals,BR_19,LO_007,2022-06-28,3000000,13.59,12,713420,268782,0.377,774,5,0,Regular,Inventory,2,Critical,Active,0
BRW_00684,Hemal Kara,Gujarat,Food & Beverage,BR_14,LO_001,2023-09-23,1500000,13.72,12,278177,134483,0.483,601,0,60,Regular,Property,0,Red,Stressed,0
BRW_00685,Faris Sawhney,Uttar Pradesh,Textile,BR_11,LO_005,2023-08-06,750000,16.2,18,82193,47213,0.574,735,6,0,Regular,Property,1,Critical,Active,0
BRW_00686,Matthew Prakash,Karnataka,Retail Trade,BR_03,LO_014,2022-11-05,10000000,11.72,36,3217702,330807,0.103,729,3,0,Regular,Property,0,Amber,Defaulted,1
BRW_00687,Urmi Sundaram,Delhi,Retail Trade,BR_02,LO_001,2023-02-20,500000,16.59,12,44788,45505,1.016,707,5,60,Irregular,Machinery,2,Critical,Stressed,1
BRW_00688,Hema Swamy,Tamil Nadu,Construction,BR_06,LO_012,2023-07-16,500000,17.35,36,156530,17913,0.114,793,0,0,Non-Filer,Property,0,Red,Active,0
BRW_00689,Megha Naik,Telangana,Chemicals,BR_08,LO_019,2024-05-03,1500000,14.41,48,265784,41298,0.155,805,6,0,Regular,Property,0,Red,Active,0
BRW_00690,Vyanjana Sandhu,Gujarat,Auto Parts,BR_01,LO_002,2022-01-01,5000000,16.85,18,1263107,316294,0.25,608,5,30,Regular,Machinery,0,Red,Stressed,0
BRW_00691,Vasana Date,Madhya Pradesh,Auto Parts,BR_14,LO_014,2022-11-08,500000,12.72,36,164496,16779,0.102,750,3,0,Regular,Unsecured,0,Amber,Active,0
BRW_00692,Ranbir Suri,Tamil Nadu,Retail Trade,BR_16,LO_003,2022-10-21,10000000,13.76,18,1209607,618027,0.511,621,6,45,Regular,Inventory,0,Critical,Stressed,1
BRW_00693,Zayan Bala,Rajasthan,Construction,BR_17,LO_035,2022-08-04,1500000,18.32,36,349614,54469,0.156,639,1,30,Irregular,Gold,0,Red,Stressed,0
BRW_00694,Hritik Mallick,Uttar Pradesh,Food & Beverage,BR_08,LO_013,2023-03-17,1000000,18.4,60,286396,25611,0.089,698,2,90,Irregular,Property,1,Critical,NPA,0
BRW_00695,Udarsh Tella,Uttar Pradesh,Auto Parts,BR_17,LO_003,2024-03-15,500000,15.09,60,142273,11918,0.084,656,2,30,Regular,Property,2,Red,Stressed,0
BRW_00696,Adweta Trivedi,Karnataka,Food & Beverage,BR_13,LO_014,2023-08-17,1500000,18.04,36,332880,54258,0.163,778,2,0,Irregular,Property,0,Amber,Active,0
BRW_00697,Harrison Buch,Rajasthan,Chemicals,BR_19,LO_034,2023-09-14,10000000,15.16,48,2486796,279119,0.112,781,0,0,Regular,Unsecured,1,Red,Active,0
BRW_00698,Hredhaan Krishna,Madhya Pradesh,Auto Parts,BR_09,LO_009,2023-11-02,3000000,13.54,18,853596,185099,0.217,799,1,120,Non-Filer,Property,0,Critical,NPA,0
BRW_00699,Wakeeta Merchant,Delhi,Auto Parts,BR_03,LO_010,2022-11-26,3000000,13.37,24,921232,143147,0.155,775,3,0,Regular,Machinery,0,Amber,Active,0
BRW_00700,Harini Handa,Punjab,Agri Processing,BR_18,LO_008,2023-04-22,500000,18.01,36,142844,18078,0.127,766,2,0,Irregular,Machinery,1,Red,Active,0
BRW_00701,Garima Seth,Haryana,Auto Parts,BR_01,LO_029,2023-03-29,750000,12.71,36,131686,25165,0.191,675,0,90,Regular,Inventory,0,Red,NPA,0
BRW_00702,Abeer Patel,Telangana,Electronics,BR_13,LO_039,2023-03-29,3000000,15.56,60,1047348,72254,0.069,665,1,0,Regular,Property,0,Green,Active,0
BRW_00703,Ojas Bhakta,Rajasthan,Textile,BR_13,LO_033,2023-11-23,750000,15.39,12,147986,67831,0.458,791,4,60,Irregular,Machinery,0,Critical,Stressed,0
BRW_00704,Anusha Tailor,West Bengal,Electronics,BR_12,LO_023,2022-08-07,1000000,16.68,60,86605,24680,0.285,691,1,30,Regular,Unsecured,0,Green,Stressed,0
BRW_00705,Faris Chaudhry,Karnataka,Construction,BR_01,LO_008,2023-06-08,1500000,14.99,18,266859,93570,0.351,663,6,0,Non-Filer,Machinery,1,Critical,Defaulted,1
BRW_00706,Finn Dyal,Haryana,Construction,BR_10,LO_040,2023-04-30,2000000,13.41,60,229002,45927,0.201,585,0,0,Regular,Machinery,0,Red,Active,0
BRW_00707,Luke Ramachandran,Telangana,Food & Beverage,BR_19,LO_038,2024-03-23,10000000,12.69,24,1127895,473963,0.42,652,5,0,Non-Filer,Machinery,0,Red,Defaulted,1
BRW_00708,Divya Bhakta,West Bengal,Electronics,BR_07,LO_023,2024-03-26,1500000,15.85,48,234021,42395,0.181,735,0,45,Non-Filer,Gold,2,Critical,Stressed,1
BRW_00709,Yagnesh Hans,Maharashtra,Electronics,BR_14,LO_036,2024-01-24,10000000,16.53,24,944113,492167,0.521,656,0,60,Regular,Property,0,Red,Stressed,0
BRW_00710,Ekta Sridhar,Uttar Pradesh,Electronics,BR_06,LO_020,2022-06-23,1000000,15.49,48,265898,28079,0.106,610,2,45,Regular,Property,1,Critical,Stressed,0
BRW_00711,Ansh Bobal,Punjab,Chemicals,BR_06,LO_012,2023-11-06,7500000,16.67,24,749827,369628,0.493,618,4,0,Irregular,Gold,0,Red,Active,0
BRW_00712,Wazir Sachar,Madhya Pradesh,Auto Parts,BR_09,LO_036,2022-03-28,500000,12.49,60,67444,11246,0.167,629,2,0,Regular,Machinery,0,Red,Active,0
BRW_00713,Mekhala Yogi,Gujarat,Textile,BR_20,LO_009,2022-10-18,10000000,17.68,24,1050829,497696,0.474,657,0,0,Irregular,Unsecured,0,Amber,Active,0
BRW_00714,Faris Natarajan,Haryana,Food & Beverage,BR_16,LO_033,2023-06-12,10000000,15.58,60,970552,240954,0.248,793,4,15,Regular,Inventory,0,Red,Active,0
BRW_00715,Rachana Konda,Delhi,Electronics,BR_05,LO_006,2023-11-11,750000,12.39,60,114219,16831,0.147,705,0,0,Irregular,Machinery,2,Amber,Active,0
BRW_00716,Peter Rattan,Punjab,Electronics,BR_15,LO_032,2023-10-11,1500000,14.73,18,351619,93386,0.266,744,5,30,Regular,Property,2,Red,Stressed,0
BRW_00717,Samarth Menon,Punjab,Agri Processing,BR_01,LO_001,2023-09-27,7500000,17.41,60,2553488,188051,0.074,688,4,0,Irregular,Inventory,2,Critical,Defaulted,1
BRW_00718,Dalbir Dugar,Tamil Nadu,Food & Beverage,BR_04,LO_024,2022-12-10,5000000,17.78,12,1582001,457876,0.289,667,2,60,Regular,Inventory,0,Red,Stressed,0
BRW_00719,Anthony Malhotra,West Bengal,Electronics,BR_10,LO_029,2022-04-06,500000,13.35,24,158251,23853,0.151,779,0,0,Irregular,Inventory,0,Green,Defaulted,1
BRW_00720,Radha Tailor,Punjab,Food & Beverage,BR_06,LO_008,2024-04-18,2000000,16.48,36,255076,70788,0.278,594,5,0,Regular,Property,0,Red,Active,0
BRW_00721,William Lalla,Haryana,Auto Parts,BR_02,LO_013,2024-02-09,5000000,12.2,36,757624,166549,0.22,630,4,120,Regular,Unsecured,0,Critical,NPA,1
BRW_00722,Saumya Biswas,Haryana,Agri Processing,BR_10,LO_025,2022-08-29,1500000,11.73,36,150939,49628,0.329,812,1,90,Non-Filer,Property,0,Critical,NPA,0
BRW_00723,Dalbir Goyal,Madhya Pradesh,Food & Beverage,BR_19,LO_029,2023-11-20,500000,15.42,12,145093,45228,0.312,777,0,0,Irregular,Property,0,Green,Active,0
BRW_00724,Darika Mann,Delhi,Textile,BR_09,LO_024,2022-11-14,10000000,16.36,60,988504,245097,0.248,602,2,0,Non-Filer,Unsecured,0,Critical,Defaulted,1
BRW_00725,Lajita Shere,Uttar Pradesh,Textile,BR_11,LO_027,2022-08-19,2000000,17.07,24,460615,98951,0.215,732,0,0,Regular,Inventory,0,Amber,Active,0
BRW_00726,Andrew Raman,Punjab,Construction,BR_04,LO_026,2024-04-05,750000,13.88,48,110194,20449,0.186,802,3,15,Irregular,Machinery,2,Critical,Active,0
BRW_00727,Madhav Kannan,Punjab,Agri Processing,BR_10,LO_020,2022-07-23,7500000,11.55,48,1092977,195850,0.179,753,0,15,Irregular,Unsecured,2,Red,Defaulted,1
BRW_00728,Tanveer Deshmukh,Karnataka,Agri Processing,BR_06,LO_004,2022-05-31,750000,14.86,18,260621,46739,0.179,800,2,75,Irregular,Property,2,Critical,Stressed,0
BRW_00729,Chatura Sheth,Rajasthan,Construction,BR_03,LO_022,2022-01-26,1000000,11.61,12,284330,88666,0.312,730,1,90,Regular,Property,2,Critical,NPA,1
BRW_00730,Yoshita Ramachandran,Telangana,Food & Beverage,BR_13,LO_007,2022-02-17,500000,12.14,24,152986,23569,0.154,589,6,30,Regular,Inventory,0,Critical,Stressed,0
BRW_00731,Chandresh Rajan,Haryana,Agri Processing,BR_19,LO_018,2022-09-08,750000,13.79,60,175826,17369,0.099,652,0,60,Non-Filer,Property,2,Critical,Stressed,0
BRW_00732,Pranit Rastogi,Gujarat,Textile,BR_03,LO_010,2023-05-02,5000000,14.56,36,1575869,172251,0.109,692,2,75,Regular,Unsecured,0,Critical,Stressed,1
BRW_00733,Teerth Dara,Telangana,Textile,BR_20,LO_031,2023-09-18,750000,13.46,12,190711,67149,0.352,656,1,60,Non-Filer,Gold,0,Critical,Stressed,0
BRW_00734,Sachi Walla,Uttar Pradesh,Electronics,BR_18,LO_026,2024-05-20,3000000,15.57,12,1006400,271582,0.27,611,2,30,Regular,Property,1,Red,Stressed,0
BRW_00735,Amol Trivedi,Punjab,Auto Parts,BR_12,LO_026,2024-02-26,1000000,11.89,24,155961,47022,0.301,692,1,90,Non-Filer,Unsecured,1,Critical,NPA,0
BRW_00736,Wridesh Bava,Tamil Nadu,Agri Processing,BR_12,LO_025,2022-03-16,1500000,12.51,60,361104,33754,0.093,758,0,0,Irregular,Property,0,Amber,Active,0
BRW_00737,Oni Misra,Punjab,Food & Beverage,BR_12,LO_018,2023-04-12,7500000,16.37,18,1997515,472735,0.237,816,1,0,Irregular,Machinery,0,Amber,Active,0
BRW_00738,Faqid Badal,West Bengal,Construction,BR_07,LO_024,2023-03-01,1000000,12.49,60,186093,22492,0.121,748,4,0,Regular,Unsecured,2,Critical,Active,0
BRW_00739,Sara Raghavan,Punjab,Construction,BR_09,LO_015,2023-10-07,3000000,15.98,18,952563,188540,0.198,644,2,75,Non-Filer,Gold,0,Critical,Stressed,1
BRW_00740,Saanvi Patil,Maharashtra,Food & Beverage,BR_12,LO_008,2023-08-13,500000,11.88,18,172273,30463,0.177,772,6,120,Regular,Machinery,0,Critical,NPA,1
BRW_00741,Anay Dube,West Bengal,Chemicals,BR_19,LO_025,2022-07-19,5000000,14.35,36,1066588,171739,0.161,680,5,90,Irregular,Property,0,Critical,NPA,1
BRW_00742,Indira Agrawal,Punjab,Retail Trade,BR_04,LO_035,2024-01-06,7500000,12.74,36,1391047,251766,0.181,747,1,15,Regular,Property,0,Amber,Active,0
BRW_00743,Liam Sur,Gujarat,Auto Parts,BR_10,LO_024,2023-12-15,7500000,12.27,24,1555674,353997,0.228,597,6,15,Irregular,Machinery,0,Critical,Defaulted,1
BRW_00744,Raagini Mangat,Uttar Pradesh,Construction,BR_19,LO_040,2023-01-29,1000000,15.47,60,310238,24037,0.077,743,5,0,Irregular,Machinery,0,Critical,Active,0
BRW_00745,Zehaan Nair,Delhi,Agri Processing,BR_17,LO_038,2023-05-22,500000,18.0,18,127138,31902,0.251,610,4,15,Regular,Property,2,Critical,Defaulted,1
BRW_00746,Zayyan Mall,Madhya Pradesh,Auto Parts,BR_18,LO_021,2023-02-14,10000000,11.88,24,920885,470174,0.511,633,0,60,Irregular,Machinery,1,Critical,Stressed,1
BRW_00747,Benjamin Nayar,Gujarat,Agri Processing,BR_10,LO_001,2022-09-07,3000000,14.45,18,679157,186378,0.274,642,2,0,Regular,Gold,2,Critical,Active,0
BRW_00748,Vritti Atwal,Punjab,Chemicals,BR_12,LO_026,2022-06-01,10000000,16.45,12,846710,909439,1.074,580,1,0,Non-Filer,Machinery,2,Critical,Defaulted,1
BRW_00749,Andrew Brahmbhatt,West Bengal,Textile,BR_20,LO_010,2023-11-03,5000000,14.74,48,1451022,138495,0.095,818,0,60,Non-Filer,Property,0,Critical,Stressed,0
BRW_00750,Kabir Purohit,Rajasthan,Auto Parts,BR_08,LO_026,2023-12-06,500000,17.15,48,84322,14466,0.172,759,5,45,Regular,Unsecured,0,Critical,Stressed,1
BRW_00751,Yatan Goda,Tamil Nadu,Electronics,BR_19,LO_002,2022-01-06,500000,12.76,18,103721,30667,0.296,807,1,60,Regular,Property,0,Red,Stressed,1
BRW_00752,Nitara Chadha,Karnataka,Construction,BR_01,LO_040,2024-02-08,3000000,18.22,24,886929,150091,0.169,764,1,30,Irregular,Gold,0,Red,Stressed,0
BRW_00753,Brijesh Chandran,Telangana,Auto Parts,BR_04,LO_014,2024-05-31,2000000,14.2,36,185082,68549,0.37,588,0,75,Regular,Property,1,Critical,Stressed,0
BRW_00754,Patrick Wason,Telangana,Auto Parts,BR_06,LO_033,2024-02-28,10000000,13.89,60,1228062,232112,0.189,793,1,15,Regular,Machinery,0,Amber,Defaulted,1
BRW_00755,Warinder Devi,Telangana,Auto Parts,BR_04,LO_039,2022-04-20,750000,17.62,18,140586,47718,0.339,699,5,60,Regular,Machinery,0,Critical,Stressed,0
BRW_00756,Hemang Patla,Uttar Pradesh,Retail Trade,BR_16,LO_001,2024-03-08,7500000,15.45,18,1065598,469475,0.441,671,3,0,Regular,Machinery,2,Red,Active,0
BRW_00757,Ikbal Minhas,Delhi,Auto Parts,BR_08,LO_030,2023-03-12,2000000,15.12,60,342466,47705,0.139,669,4,0,Regular,Machinery,0,Red,Active,0
BRW_00758,Ekiya Sha,Haryana,Agri Processing,BR_09,LO_037,2022-08-13,750000,16.59,36,262130,26586,0.101,695,0,0,Regular,Property,2,Red,Active,0
BRW_00759,Pavani Parikh,Karnataka,Textile,BR_15,LO_018,2022-06-30,3000000,15.56,18,908585,187945,0.207,781,0,15,Regular,Machinery,2,Red,Defaulted,1
BRW_00760,Zashil Sheth,Haryana,Chemicals,BR_18,LO_030,2024-04-03,7500000,12.64,12,2389901,668613,0.28,635,3,0,Irregular,Machinery,0,Red,Active,0
BRW_00761,Fitan Wason,Gujarat,Food & Beverage,BR_03,LO_027,2023-12-14,1500000,16.22,36,499507,52898,0.106,754,4,30,Regular,Property,1,Red,Stressed,0
BRW_00762,Reva Khare,Karnataka,Auto Parts,BR_17,LO_030,2023-06-15,750000,12.43,12,129039,66787,0.518,582,1,30,Regular,Unsecured,0,Red,Stressed,1
BRW_00763,Aadhya Dewan,Uttar Pradesh,Construction,BR_01,LO_036,2023-04-21,2000000,17.14,48,320421,57855,0.181,709,0,30,Irregular,Gold,2,Red,Stressed,0
BRW_00764,Mahika Jhaveri,Tamil Nadu,Auto Parts,BR_07,LO_021,2022-02-21,750000,18.43,60,107397,19220,0.179,633,0,0,Non-Filer,Unsecured,1,Red,Defaulted,1
BRW_00765,Zayyan Chopra,Telangana,Construction,BR_10,LO_016,2023-07-25,750000,14.14,36,228098,25684,0.113,616,1,45,Regular,Inventory,2,Critical,Stressed,1
BRW_00766,Aadi Date,Rajasthan,Agri Processing,BR_15,LO_017,2022-09-13,3000000,14.61,36,790437,103423,0.131,763,0,0,Irregular,Property,1,Red,Active,0
BRW_00767,Yamini Halder,Gujarat,Construction,BR_13,LO_018,2024-05-18,10000000,11.83,24,1437664,469941,0.327,738,0,0,Irregular,Machinery,0,Amber,Active,0
BRW_00768,Nidra Keer,Delhi,Electronics,BR_05,LO_034,2022-05-05,1500000,11.6,24,272682,70330,0.258,676,3,0,Regular,Gold,0,Amber,Active,0
BRW_00769,Rushil Borde,Tamil Nadu,Food & Beverage,BR_07,LO_021,2023-04-13,3000000,17.95,60,650436,76098,0.117,803,0,120,Regular,Property,0,Red,NPA,0
BRW_00770,Samarth Yadav,Gujarat,Textile,BR_14,LO_012,2022-05-17,5000000,12.4,36,1112989,167028,0.15,814,6,75,Regular,Machinery,0,Critical,Stressed,1
BRW_00771,Owen Borra,Gujarat,Construction,BR_14,LO_031,2024-03-31,3000000,14.62,48,959869,82915,0.086,591,2,60,Irregular,Machinery,2,Critical,Stressed,1
BRW_00772,Neha Ray,Tamil Nadu,Construction,BR_09,LO_010,2023-04-21,7500000,17.21,18,1370646,475723,0.347,765,2,75,Regular,Property,2,Critical,Stressed,1
BRW_00773,Ishwar Oommen,Punjab,Textile,BR_06,LO_004,2023-11-15,1500000,17.73,60,487952,37870,0.078,774,3,0,Non-Filer,Machinery,0,Red,Defaulted,1
BRW_00774,Aashi Virk,Madhya Pradesh,Food & Beverage,BR_19,LO_015,2023-06-28,500000,15.14,60,99584,11931,0.12,691,0,90,Irregular,Unsecured,0,Red,NPA,1
BRW_00775,Nidra Mani,Maharashtra,Auto Parts,BR_15,LO_028,2023-07-27,5000000,15.46,24,1407603,243527,0.173,733,0,0,Regular,Inventory,0,Green,Active,0
BRW_00776,Harrison Kade,Madhya Pradesh,Construction,BR_16,LO_007,2023-09-02,1000000,16.19,48,331168,28437,0.086,657,5,75,Regular,Property,2,Critical,Stressed,1
BRW_00777,Christopher Agrawal,Karnataka,Textile,BR_12,LO_011,2022-11-21,3000000,18.23,60,975136,76556,0.079,719,0,45,Regular,Inventory,2,Critical,Stressed,0
BRW_00778,Arjun Mangal,Delhi,Electronics,BR_03,LO_029,2024-02-13,750000,15.72,48,71532,21147,0.296,669,1,0,Regular,Property,0,Green,Defaulted,1
BRW_00779,Harini Venkataraman,Maharashtra,Electronics,BR_03,LO_034,2023-03-30,10000000,15.42,60,1355401,240109,0.177,723,0,120,Regular,Inventory,0,Red,NPA,0
BRW_00780,Sachi Pandya,Tamil Nadu,Agri Processing,BR_06,LO_030,2023-09-20,500000,11.6,24,104382,23443,0.225,760,1,60,Irregular,Unsecured,1,Critical,Stressed,1
BRW_00781,Eta Suresh,Haryana,Textile,BR_19,LO_027,2024-04-14,3000000,12.07,18,589558,183043,0.31,651,3,15,Irregular,Machinery,0,Red,Active,0
BRW_00782,Ojas Saini,Rajasthan,Agri Processing,BR_12,LO_025,2024-01-07,3000000,15.54,24,759122,146230,0.193,756,0,45,Regular,Inventory,1,Critical,Stressed,1
