borrower_id,borrower_name,state,sector,branch_id,loan_officer_id,disbursal_date,loan_amount,interest_rate,tenure_months,monthly_income,emi_amount,emi_to_income_ratio,credit_score,bounce_count_6m,dpd_current,gst_filing,collateral_type,prior_defaults,risk_category,loan_status,default,loan_age_months,credit_bucket,emi_stress_flag,high_bounce_flag,dpd_bucket,loan_size_cat,pd_score,predicted_risk
BRW_01466,Ojasvi Lalla,Gujarat,Retail Trade,BR_06,LO_002,2022-04-13,3000000,13.33,36,667227.0,101559.0,0.152,758,3,0,Regular,Machinery,2,Critical,Active,0,33,Excellent,0,1,Current,Medium,0.8156,Red
BRW_01467,Avni More,West Bengal,Auto Parts,BR_12,LO_040,2024-06-14,7500000,18.39,60,1013117.0,192045.0,0.19,765,5,90,Regular,Property,1,Critical,NPA,1,6,Excellent,0,1,DPD 61-90,Enterprise,0.9555,Critical
BRW_01468,Aishani Andra,Karnataka,Retail Trade,BR_07,LO_026,2024-05-15,2000000,13.67,18,225171.0,123521.0,0.549,767,0,0,Regular,Gold,0,Amber,Active,0,7,Excellent,1,0,Current,Medium,0.3737,Green
BRW_01469,Mekhala Arya,Karnataka,Food & Beverage,BR_10,LO_008,2023-03-27,500000,13.19,60,108984.0,11425.0,0.105,597,1,45,Regular,Property,0,Critical,Stressed,0,21,Poor,0,0,DPD 31-60,Small,0.5237,Amber
BRW_01470,Gabriel Mand,Karnataka,Textile,BR_07,LO_040,2022-04-13,500000,13.45,24,50685.0,23876.0,0.471,786,1,30,Regular,Property,1,Red,Stressed,1,33,Excellent,0,0,DPD 1-30,Small,0.7588,Red
BRW_01471,Mugdha Pillay,Maharashtra,Construction,BR_15,LO_016,2023-06-23,10000000,17.78,60,2385857.0,252738.0,0.106,646,1,0,Irregular,Machinery,0,Critical,Active,0,18,Fair,0,0,Current,Enterprise,0.8657,Red
BRW_01472,Aarush Kunda,West Bengal,Auto Parts,BR_02,LO_020,2023-04-13,3000000,15.95,48,265383.0,84944.0,0.32,724,4,15,Regular,Unsecured,2,Red,Active,0,20,Good,0,1,DPD 1-30,Medium,0.7436,Red
BRW_01473,Nitara De,Karnataka,Textile,BR_08,LO_032,2022-01-16,2000000,16.61,12,217626.0,182039.0,0.836,676,6,45,Irregular,Unsecured,0,Critical,Stressed,1,36,Fair,1,1,DPD 31-60,Medium,0.8874,Critical
BRW_01474,Arin Rau,Punjab,Auto Parts,BR_17,LO_032,2024-01-10,500000,17.93,12,114249.0,45823.0,0.401,613,0,0,Irregular,Property,0,Red,Active,0,11,Poor,0,0,Current,Small,0.5818,Amber
BRW_01475,Krisha Nagy,Maharashtra,Electronics,BR_16,LO_035,2022-05-28,3000000,17.88,12,719040.0,274868.0,0.382,737,2,0,Regular,Inventory,0,Amber,Active,0,31,Good,0,0,Current,Medium,0.4449,Green
BRW_01476,Priya Tailor,Uttar Pradesh,Electronics,BR_13,LO_015,2023-02-24,3000000,16.67,60,263479.0,74026.0,0.281,726,5,15,Regular,Property,0,Critical,Defaulted,1,22,Good,0,1,DPD 1-30,Medium,0.7712,Red
BRW_01477,Ekansh Deep,Tamil Nadu,Chemicals,BR_18,LO_032,2024-06-10,1000000,12.88,48,234811.0,26767.0,0.114,716,6,30,Non-Filer,Property,2,Critical,Stressed,0,6,Good,0,1,DPD 1-30,Small,0.7474,Red
BRW_01478,Raghav Iyer,West Bengal,Electronics,BR_04,LO_030,2023-11-02,7500000,17.4,60,2297967.0,188011.0,0.082,747,4,30,Irregular,Machinery,2,Critical,Stressed,0,14,Excellent,0,1,DPD 1-30,Enterprise,0.7485,Red
BRW_01479,Chaitaly Oza,Gujarat,Retail Trade,BR_12,LO_019,2022-06-08,500000,12.93,36,137512.0,16830.0,0.122,623,0,30,Regular,Property,0,Amber,Stressed,0,31,Fair,0,0,DPD 1-30,Small,0.5527,Amber
BRW_01480,Divya Tiwari,Rajasthan,Electronics,BR_11,LO_024,2022-03-18,500000,16.7,48,57709.0,14350.0,0.249,674,3,0,Irregular,Gold,0,Amber,Active,0,34,Fair,0,1,Current,Small,0.6451,Amber
BRW_01481,Sathvik Biswas,Tamil Nadu,Agri Processing,BR_02,LO_002,2023-04-26,3000000,16.3,48,719904.0,85482.0,0.119,766,1,30,Regular,Unsecured,1,Red,Stressed,1,20,Excellent,0,0,DPD 1-30,Medium,0.5962,Amber
BRW_01482,Joshua Sani,West Bengal,Construction,BR_20,LO_021,2024-03-11,500000,16.81,60,130754.0,12375.0,0.095,670,0,0,Regular,Property,0,Amber,Active,0,9,Fair,0,0,Current,Small,0.3221,Green
BRW_01483,Warda Muni,Tamil Nadu,Retail Trade,BR_16,LO_016,2022-09-29,3000000,15.23,60,270157.0,71732.0,0.266,690,0,0,Regular,Property,1,Amber,Active,0,27,Good,0,0,Current,Medium,0.4085,Green
BRW_01484,Radhika Dua,Maharashtra,Textile,BR_13,LO_040,2022-12-13,500000,15.97,12,155471.0,45358.0,0.292,732,0,0,Regular,Machinery,2,Red,Active,0,25,Good,0,0,Current,Small,0.7075,Amber
BRW_01485,Indira Sama,Telangana,Chemicals,BR_04,LO_039,2023-10-01,3000000,18.17,48,974076.0,88391.0,0.091,650,6,0,Non-Filer,Machinery,1,Critical,Active,0,15,Fair,0,1,Current,Medium,0.9724,Critical
BRW_01486,Krishna Dewan,Maharashtra,Chemicals,BR_02,LO_036,2023-12-11,1000000,12.21,12,309622.0,88947.0,0.287,632,2,0,Non-Filer,Unsecured,1,Critical,Active,0,12,Fair,0,0,Current,Small,0.7377,Red
BRW_01487,Falguni Chahal,Delhi,Chemicals,BR_18,LO_002,2023-02-12,7500000,13.66,36,2269878.0,255095.0,0.112,755,4,0,Irregular,Unsecured,0,Red,Active,0,22,Excellent,0,1,Current,Enterprise,0.3852,Green
BRW_01488,Aarnav Nagy,Maharashtra,Textile,BR_01,LO_016,2023-10-28,3000000,15.78,24,843421.0,146574.0,0.174,650,0,15,Regular,Inventory,0,Red,Defaulted,1,14,Fair,0,0,DPD 1-30,Medium,0.7584,Red
BRW_01489,Chaman Dugal,Punjab,Textile,BR_06,LO_029,2022-03-24,500000,18.25,12,125513.0,45899.0,0.366,791,1,0,Regular,Property,0,Critical,Active,0,33,Excellent,0,0,Current,Small,0.6107,Amber
BRW_01490,Hredhaan Ramaswamy,West Bengal,Textile,BR_20,LO_007,2024-05-22,2000000,12.17,60,526458.0,44660.0,0.085,632,0,0,Regular,Gold,0,Red,Active,0,7,Fair,0,0,Current,Medium,0.4504,Green
BRW_01491,Neel Lanka,Rajasthan,Textile,BR_20,LO_015,2022-12-03,7500000,11.66,18,2232950.0,456181.0,0.204,687,4,0,Regular,Property,0,Critical,Active,0,25,Good,0,1,Current,Enterprise,0.8934,Critical
BRW_01492,Chandran Andra,Madhya Pradesh,Chemicals,BR_19,LO_023,2024-05-22,1000000,11.89,24,258874.0,47022.0,0.182,756,1,0,Regular,Unsecured,1,Red,Active,0,7,Excellent,0,0,Current,Small,0.5358,Amber
BRW_01493,Sathvik Lall,Rajasthan,Chemicals,BR_10,LO_005,2023-11-22,3000000,11.87,36,505458.0,99456.0,0.197,750,6,0,Regular,Property,0,Red,Active,0,13,Excellent,0,1,Current,Medium,0.6347,Amber
BRW_01494,Teerth Morar,Uttar Pradesh,Auto Parts,BR_09,LO_001,2024-05-29,2000000,17.85,60,363018.0,50623.0,0.139,807,2,0,Regular,Machinery,0,Amber,Active,0,7,Excellent,0,0,Current,Medium,0.5656,Amber
BRW_01495,Anya Devi,Uttar Pradesh,Retail Trade,BR_17,LO_005,2023-07-01,3000000,16.55,24,966616.0,147678.0,0.153,598,0,0,Non-Filer,Property,2,Red,Active,0,18,Poor,0,0,Current,Medium,0.7348,Red
BRW_01496,Ekbal Buch,Gujarat,Construction,BR_15,LO_013,2023-01-25,500000,16.24,60,42311.0,12222.0,0.289,645,4,15,Non-Filer,Machinery,0,Critical,Active,0,23,Fair,0,1,DPD 1-30,Small,0.8336,Red
BRW_01497,Chanchal Mukherjee,Haryana,Electronics,BR_02,LO_026,2022-11-21,5000000,15.16,12,1343407.0,451669.0,0.336,741,4,0,Regular,Inventory,2,Red,Active,0,25,Excellent,0,1,Current,Large,0.3197,Green
BRW_01498,George Lata,West Bengal,Electronics,BR_17,LO_013,2023-10-04,10000000,16.97,60,3237882.56,248364.0,0.074,788,0,0,Irregular,Inventory,0,Green,Active,0,15,Excellent,0,0,Current,Enterprise,0.1064,Green
BRW_01499,Vamakshi Sheth,Madhya Pradesh,Agri Processing,BR_07,LO_032,2024-01-06,750000,12.59,36,203011.0,25122.0,0.124,795,5,0,Regular,Gold,0,Red,Active,0,12,Excellent,0,1,Current,Small,0.7671,Red
BRW_01500,Udyati Ghosh,West Bengal,Chemicals,BR_16,LO_029,2024-02-17,2000000,14.24,18,696712.0,124055.0,0.178,780,6,45,Regular,Machinery,0,Red,Stressed,1,10,Excellent,0,1,DPD 31-60,Medium,0.8479,Red
BRW_01501,Rachita Panchal,West Bengal,Agri Processing,BR_17,LO_018,2023-05-15,1500000,14.93,12,398455.0,135337.0,0.34,761,1,0,Non-Filer,Property,0,Critical,Active,0,19,Excellent,0,0,Current,Medium,0.4987,Amber
BRW_01502,Advaith Gill,West Bengal,Retail Trade,BR_01,LO_002,2024-06-12,3000000,12.27,12,267834.0,266925.0,0.997,580,6,0,Irregular,Unsecured,0,Critical,Defaulted,1,6,Poor,1,1,Current,Medium,0.9209,Critical
BRW_01503,Aadhya Bhattacharyya,Maharashtra,Retail Trade,BR_16,LO_027,2023-07-09,3000000,14.44,36,909878.0,103175.0,0.113,685,5,0,Regular,Gold,0,Critical,Active,0,18,Good,0,1,Current,Medium,0.8736,Critical
BRW_01504,Nisha Saha,Telangana,Agri Processing,BR_04,LO_003,2022-02-06,750000,13.72,36,117637.0,25531.0,0.217,799,3,0,Regular,Property,0,Red,Active,0,35,Excellent,0,1,Current,Small,0.5916,Amber
BRW_01505,Isaiah Kuruvilla,Telangana,Chemicals,BR_16,LO_030,2023-09-25,750000,11.75,24,150326.0,35217.0,0.234,634,6,0,Non-Filer,Gold,0,Critical,Active,0,15,Fair,0,1,Current,Small,0.8694,Critical
BRW_01506,Amara Parikh,Haryana,Agri Processing,BR_03,LO_010,2022-03-12,1500000,12.46,18,246397.0,91793.0,0.373,594,0,0,Regular,Unsecured,2,Red,Active,0,34,Poor,0,0,Current,Medium,0.2988,Green
BRW_01507,Vivaan Sehgal,Rajasthan,Electronics,BR_01,LO_009,2022-08-29,500000,16.85,60,76254.0,12385.0,0.162,706,2,0,Regular,Inventory,0,Red,Active,0,28,Good,0,0,Current,Small,0.6464,Amber
BRW_01508,Geetika Ray,Madhya Pradesh,Auto Parts,BR_17,LO_003,2023-10-09,10000000,11.63,24,1964795.0,469008.0,0.239,792,6,0,Non-Filer,Property,0,Critical,Active,0,15,Excellent,0,1,Current,Enterprise,0.8222,Red
BRW_01509,Sudiksha Nazareth,Maharashtra,Electronics,BR_05,LO_022,2023-12-02,5000000,18.04,60,911314.0,127075.0,0.139,594,0,0,Regular,Inventory,1,Critical,Active,0,13,Poor,0,0,Current,Large,0.8722,Critical
BRW_01510,Ubika Narang,Maharashtra,Food & Beverage,BR_03,LO_038,2022-10-22,5000000,12.1,60,1255007.0,111475.0,0.089,700,2,30,Regular,Property,0,Amber,Stressed,0,26,Good,0,0,DPD 1-30,Large,0.3228,Green
BRW_01511,Forum Subramaniam,Maharashtra,Chemicals,BR_19,LO_011,2022-08-21,1000000,17.09,60,299550.0,24900.0,0.083,730,1,30,Regular,Inventory,2,Red,Stressed,0,28,Good,0,0,DPD 1-30,Small,0.5753,Amber
BRW_01512,Praneel Prasad,Tamil Nadu,Chemicals,BR_11,LO_006,2024-02-04,1000000,17.79,24,160213.0,49822.0,0.311,645,0,15,Non-Filer,Machinery,1,Red,Defaulted,1,11,Fair,0,0,DPD 1-30,Small,0.6746,Amber
BRW_01513,Zayan Chada,Madhya Pradesh,Construction,BR_15,LO_005,2022-04-03,500000,18.09,12,68852.0,45861.0,0.666,753,3,90,Irregular,Unsecured,0,Critical,NPA,0,33,Excellent,1,1,DPD 61-90,Small,0.8143,Red
BRW_01514,Raagini Pradhan,Tamil Nadu,Textile,BR_02,LO_030,2023-03-21,1000000,17.57,36,260061.0,35937.0,0.138,807,1,0,Regular,Inventory,1,Red,Defaulted,1,21,Excellent,0,0,Current,Small,0.7088,Amber
BRW_01515,Niharika Mand,Rajasthan,Food & Beverage,BR_07,LO_014,2022-04-11,1000000,13.51,12,260986.0,89556.0,0.343,693,2,0,Regular,Property,0,Amber,Active,0,33,Good,0,0,Current,Small,0.2823,Green
BRW_01516,Jackson Sachdev,Delhi,Retail Trade,BR_18,LO_002,2024-02-18,1500000,13.83,18,484958.0,92753.0,0.191,716,5,0,Regular,Inventory,0,Red,Defaulted,1,10,Good,0,1,Current,Medium,0.7423,Red
BRW_01517,Pranav Dugar,Gujarat,Chemicals,BR_01,LO_033,2023-10-11,1500000,14.49,24,126458.0,72367.0,0.572,773,2,0,Regular,Property,0,Critical,Defaulted,1,14,Excellent,1,0,Current,Medium,0.9044,Critical
BRW_01518,Onkar Rama,Delhi,Agri Processing,BR_08,LO_037,2023-12-22,1000000,12.48,18,310320.0,61205.0,0.197,773,1,60,Regular,Property,0,Red,Stressed,1,12,Excellent,0,0,DPD 31-60,Small,0.8379,Red
BRW_01519,Geetika Bali,Delhi,Food & Beverage,BR_16,LO_008,2024-06-12,7500000,11.66,36,1655029.0,247891.0,0.15,725,6,0,Regular,Machinery,1,Critical,Active,0,6,Good,0,1,Current,Enterprise,0.8785,Critical
BRW_01520,Gaurav Palan,West Bengal,Construction,BR_15,LO_010,2022-04-13,7500000,17.58,36,1858136.0,269565.0,0.145,724,0,75,Regular,Property,2,Critical,Stressed,1,33,Good,0,0,DPD 61-90,Enterprise,0.8497,Red
BRW_01521,Bishakha Thaman,Madhya Pradesh,Retail Trade,BR_04,LO_021,2023-03-31,500000,15.38,48,52335.0,14011.0,0.268,812,5,0,Non-Filer,Unsecured,0,Critical,Active,0,21,Excellent,0,1,Current,Small,0.8093,Red
BRW_01522,Liam Master,West Bengal,Textile,BR_13,LO_019,2022-06-20,5000000,15.76,18,984030.0,313715.0,0.319,651,1,75,Regular,Machinery,1,Critical,Stressed,0,30,Fair,0,0,DPD 61-90,Large,0.7328,Amber
BRW_01523,Manan Kala,Madhya Pradesh,Textile,BR_12,LO_035,2023-12-12,750000,17.99,12,106028.0,68756.0,0.648,677,1,0,Regular,Gold,2,Critical,Active,0,12,Fair,1,0,Current,Small,0.7137,Amber
BRW_01524,Dalbir Manda,Punjab,Construction,BR_09,LO_018,2022-11-03,500000,16.16,18,74320.0,31466.0,0.423,741,0,0,Regular,Property,1,Critical,Active,0,26,Excellent,0,0,Current,Small,0.8641,Red
BRW_01525,Shivansh Tella,Gujarat,Construction,BR_13,LO_007,2022-01-30,1000000,16.34,24,216105.0,49125.0,0.227,776,1,0,Irregular,Inventory,0,Red,Active,0,35,Excellent,0,0,Current,Small,0.4354,Green
BRW_01526,Ekalinga Mital,Tamil Nadu,Agri Processing,BR_11,LO_013,2022-02-17,1500000,17.01,36,449044.0,53486.0,0.119,771,2,0,Regular,Machinery,0,Amber,Active,0,34,Excellent,0,0,Current,Medium,0.4803,Green
BRW_01527,Krish Raman,Telangana,Chemicals,BR_12,LO_012,2022-11-29,3000000,12.31,36,842462.0,100087.0,0.119,623,6,0,Regular,Machinery,0,Critical,Active,0,25,Fair,0,1,Current,Medium,0.9337,Critical
BRW_01528,Omkaar Mani,West Bengal,Textile,BR_04,LO_040,2024-03-26,2000000,14.02,18,479139.0,123849.0,0.258,736,2,0,Irregular,Unsecured,0,Critical,Defaulted,1,9,Good,0,0,Current,Medium,0.8193,Red
BRW_01529,Pranit Doshi,Rajasthan,Retail Trade,BR_03,LO_024,2022-02-27,1500000,18.28,18,338464.0,95909.0,0.283,769,0,30,Non-Filer,Machinery,0,Red,Stressed,1,34,Excellent,0,0,DPD 1-30,Medium,0.8403,Red
BRW_01530,Ladli Palla,West Bengal,Food & Beverage,BR_05,LO_018,2022-10-28,7500000,17.96,60,1465294.0,190287.0,0.13,799,5,0,Irregular,Inventory,2,Critical,Active,0,26,Excellent,0,1,Current,Enterprise,0.3961,Green
BRW_01531,Jason Sawhney,Rajasthan,Retail Trade,BR_06,LO_038,2023-01-03,1500000,17.69,18,513947.0,95487.0,0.186,595,3,0,Regular,Property,2,Critical,Active,0,24,Poor,0,1,Current,Medium,0.9312,Critical
BRW_01532,Jeremiah Kant,Gujarat,Auto Parts,BR_04,LO_012,2023-01-19,750000,14.66,60,173438.0,17708.0,0.102,657,0,0,Regular,Property,0,Green,Active,0,23,Fair,0,0,Current,Small,0.2839,Green
BRW_01533,Jackson Kumer,Punjab,Auto Parts,BR_01,LO_003,2023-03-18,1000000,17.5,24,148570.0,49682.0,0.334,631,1,15,Irregular,Unsecured,2,Red,Active,0,21,Fair,0,0,DPD 1-30,Small,0.6849,Amber
BRW_01534,Xalak Ghosh,West Bengal,Construction,BR_05,LO_025,2022-05-30,3000000,11.84,24,426373.0,140996.0,0.331,581,3,0,Regular,Gold,0,Critical,Active,0,31,Poor,0,1,Current,Medium,0.4888,Green
BRW_01535,Damyanti Bhalla,Gujarat,Agri Processing,BR_02,LO_035,2022-09-08,7500000,12.54,12,1837989.0,668262.0,0.364,811,4,0,Regular,Machinery,2,Critical,Active,0,28,Excellent,0,1,Current,Enterprise,0.8606,Red
BRW_01536,Hredhaan Sachdev,Telangana,Auto Parts,BR_14,LO_016,2023-06-28,7500000,14.4,18,1658725.0,465770.0,0.281,640,2,0,Non-Filer,Unsecured,0,Red,Active,0,18,Fair,0,0,Current,Enterprise,0.8132,Red
BRW_01537,Manya Jhaveri,Karnataka,Textile,BR_11,LO_013,2023-02-26,10000000,14.88,12,820784.0,897215.7600000001,1.099,711,1,0,Irregular,Machinery,2,Critical,Active,0,22,Good,1,0,Current,Enterprise,0.9305,Critical
BRW_01538,Vincent Nanda,West Bengal,Retail Trade,BR_09,LO_024,2023-08-03,5000000,13.34,48,1520588.0,134982.0,0.089,705,0,15,Irregular,Machinery,1,Critical,Active,0,17,Good,0,0,DPD 1-30,Large,0.4451,Green
BRW_01539,Varsha Kuruvilla,Uttar Pradesh,Retail Trade,BR_08,LO_012,2023-11-30,750000,14.0,24,202584.0,36009.0,0.178,631,6,0,Irregular,Machinery,0,Critical,Active,0,13,Fair,0,1,Current,Small,0.8478,Red
BRW_01540,Udarsh Bhardwaj,Maharashtra,Construction,BR_07,LO_002,2024-03-22,7500000,12.64,36,1940204.0,251406.0,0.13,620,4,0,Irregular,Inventory,0,Critical,Active,0,9,Poor,0,1,Current,Enterprise,0.4959,Amber
BRW_01541,Jai Shah,Uttar Pradesh,Chemicals,BR_15,LO_026,2022-07-04,5000000,14.92,60,492853.0,118739.0,0.241,759,0,15,Irregular,Property,0,Amber,Active,0,30,Excellent,0,0,DPD 1-30,Large,0.256,Green
BRW_01542,Hiral Saran,Madhya Pradesh,Chemicals,BR_09,LO_010,2022-06-24,7500000,17.06,48,1333163.0,216645.0,0.163,610,5,0,Regular,Machinery,0,Critical,Active,0,30,Poor,0,1,Current,Enterprise,0.8291,Red
BRW_01543,Yatan Dora,Punjab,Food & Beverage,BR_10,LO_019,2022-06-29,1000000,16.13,36,332553.0,35221.0,0.106,733,4,0,Non-Filer,Unsecured,2,Critical,Active,0,30,Good,0,1,Current,Small,0.9198,Critical
BRW_01544,Balhaar Saini,Delhi,Construction,BR_18,LO_022,2022-03-22,5000000,12.25,48,1564495.0,132283.0,0.085,734,0,0,Regular,Property,1,Critical,Active,0,33,Good,0,0,Current,Large,0.7933,Red
BRW_01545,Amara Maharaj,Punjab,Electronics,BR_19,LO_024,2023-09-17,10000000,14.91,12,1570965.0,897215.7600000001,0.574,700,6,90,Regular,Property,1,Critical,NPA,1,15,Good,1,1,DPD 61-90,Enterprise,0.8627,Red
BRW_01546,Oviya Sangha,Rajasthan,Food & Beverage,BR_02,LO_026,2024-06-10,1000000,16.38,12,122405.0,90910.0,0.743,630,1,0,Regular,Property,2,Critical,Active,0,6,Fair,1,0,Current,Small,0.9162,Critical
BRW_01547,Dhriti Gole,Madhya Pradesh,Electronics,BR_14,LO_005,2023-01-27,3000000,15.21,60,603761.0,71700.0,0.119,805,6,30,Regular,Property,0,Critical,Stressed,1,23,Excellent,0,1,DPD 1-30,Medium,0.8809,Critical
BRW_01548,Anita Chacko,Karnataka,Chemicals,BR_10,LO_016,2023-09-27,750000,14.24,24,132055.0,36094.0,0.273,674,1,0,Regular,Machinery,0,Amber,Active,0,15,Fair,0,0,Current,Small,0.5083,Amber
BRW_01549,Madhav Karnik,Karnataka,Construction,BR_05,LO_037,2023-12-01,750000,15.85,60,198150.0,18178.0,0.092,755,0,0,Regular,Property,1,Red,Active,0,13,Excellent,0,0,Current,Small,0.5796,Amber
BRW_01550,Harish Prabhu,Delhi,Electronics,BR_05,LO_034,2022-09-04,2000000,18.28,36,681874.0,72586.0,0.106,590,6,0,Regular,Machinery,2,Critical,Defaulted,1,28,Poor,0,1,Current,Medium,0.5733,Amber
BRW_01551,Faris Sathe,Madhya Pradesh,Construction,BR_02,LO_038,2023-05-25,2000000,12.16,48,356020.0,52824.0,0.148,715,1,90,Regular,Machinery,1,Critical,NPA,1,19,Good,0,0,DPD 61-90,Medium,0.9367,Critical
BRW_01552,Nandini Chada,Madhya Pradesh,Construction,BR_13,LO_028,2023-08-21,5000000,14.23,60,484002.0,116938.0,0.242,591,0,0,Regular,Gold,1,Critical,Active,0,16,Poor,0,0,Current,Large,0.9251,Critical
BRW_01553,Abeer Gupta,Maharashtra,Chemicals,BR_07,LO_012,2022-05-27,750000,14.35,18,241766.0,46559.0,0.193,678,0,30,Regular,Unsecured,2,Red,Stressed,0,31,Fair,0,0,DPD 1-30,Small,0.5203,Amber
BRW_01554,Max Pai,Uttar Pradesh,Food & Beverage,BR_15,LO_021,2022-08-26,5000000,15.54,18,451232.0,313196.0,0.694,624,0,60,Regular,Inventory,0,Critical,Stressed,0,28,Fair,1,0,DPD 31-60,Large,0.4933,Amber
BRW_01555,Dakshesh Mody,Punjab,Food & Beverage,BR_15,LO_032,2023-04-18,2000000,12.57,24,674493.0,94680.0,0.14,613,3,0,Irregular,Property,1,Critical,Active,0,20,Poor,0,1,Current,Medium,0.7798,Red
BRW_01556,Anya Bobal,Uttar Pradesh,Construction,BR_06,LO_025,2023-10-16,3000000,12.74,60,778309.0,67860.0,0.087,784,0,0,Regular,Property,1,Critical,Active,0,14,Excellent,0,0,Current,Medium,0.7835,Red
BRW_01557,Mitali Prabhu,Telangana,Auto Parts,BR_07,LO_014,2022-09-18,7500000,13.5,36,2506920.0,254514.0,0.102,798,0,0,Regular,Gold,0,Red,Active,0,27,Excellent,0,0,Current,Enterprise,0.4745,Green
BRW_01558,Urishilla Shere,Maharashtra,Agri Processing,BR_04,LO_035,2023-04-16,1500000,18.19,18,200862.0,95844.0,0.477,651,6,0,Regular,Inventory,0,Red,Active,0,20,Fair,0,1,Current,Medium,0.8287,Red
BRW_01559,Megha Narasimhan,West Bengal,Chemicals,BR_04,LO_009,2022-09-19,5000000,16.64,24,454944.0,246347.0,0.541,754,3,45,Irregular,Property,0,Critical,Stressed,1,27,Excellent,1,1,DPD 31-60,Large,0.8688,Critical
BRW_01560,Nidra Chandra,Gujarat,Agri Processing,BR_01,LO_030,2023-11-14,3000000,16.13,60,635450.0,73161.0,0.115,600,0,60,Irregular,Property,2,Critical,Stressed,1,13,Poor,0,0,DPD 31-60,Medium,0.8493,Red
BRW_01561,Lajita Saxena,Telangana,Agri Processing,BR_11,LO_029,2022-01-10,750000,17.22,24,151251.0,37161.0,0.246,620,3,0,Regular,Gold,0,Red,Active,0,36,Poor,0,1,Current,Small,0.5899,Amber
BRW_01562,Upadhriti Pillai,Uttar Pradesh,Food & Beverage,BR_05,LO_039,2024-04-03,7500000,12.39,36,1271271.0,250506.0,0.197,782,4,0,Irregular,Machinery,2,Red,Active,0,9,Excellent,0,1,Current,Enterprise,0.7851,Red
BRW_01563,Triya Brar,Madhya Pradesh,Food & Beverage,BR_02,LO_031,2023-04-22,10000000,17.52,18,3237882.56,635772.0,0.188,601,0,30,Irregular,Machinery,0,Amber,Stressed,0,20,Poor,0,0,DPD 1-30,Enterprise,0.4061,Green
BRW_01564,Panini Bedi,Punjab,Auto Parts,BR_05,LO_014,2022-10-22,2000000,15.66,18,604195.0,125391.0,0.208,600,1,0,Irregular,Property,2,Red,Active,0,26,Poor,0,0,Current,Medium,0.8505,Red
BRW_01565,Raagini Dixit,Delhi,Agri Processing,BR_05,LO_017,2023-11-25,1500000,13.85,18,387940.0,92767.0,0.239,735,3,30,Regular,Inventory,0,Critical,Stressed,1,13,Good,0,1,DPD 1-30,Medium,0.9036,Critical
BRW_01566,Udant Agarwal,Delhi,Agri Processing,BR_20,LO_025,2023-07-14,3000000,17.21,12,371915.0,273913.0,0.736,774,0,0,Irregular,Gold,0,Red,Active,0,17,Excellent,1,0,Current,Medium,0.4507,Green
BRW_01567,Karan Bail,Punjab,Construction,BR_13,LO_037,2022-06-11,7500000,17.12,18,2087004.0,475403.0,0.228,650,2,15,Regular,Unsecured,1,Critical,Active,0,31,Fair,0,0,DPD 1-30,Enterprise,0.7067,Amber
BRW_01568,Tarak Yadav,Maharashtra,Food & Beverage,BR_12,LO_027,2022-03-17,1000000,17.42,48,276293.0,29072.0,0.105,593,1,0,Irregular,Inventory,2,Critical,Active,0,34,Poor,0,0,Current,Small,0.8289,Red
BRW_01569,Krishna Apte,Telangana,Agri Processing,BR_10,LO_018,2023-03-29,500000,12.31,12,97384.0,44496.0,0.457,658,2,0,Non-Filer,Machinery,2,Critical,Active,0,21,Fair,0,0,Current,Small,0.826,Red
BRW_01570,Mason Mahal,Tamil Nadu,Retail Trade,BR_13,LO_029,2022-12-20,1500000,18.29,60,494538.0,38327.0,0.078,652,4,0,Non-Filer,Inventory,1,Critical,Active,0,24,Fair,0,1,Current,Medium,0.9351,Critical
BRW_01571,Siya Chaudhari,Rajasthan,Auto Parts,BR_09,LO_018,2023-08-25,1500000,18.22,12,187626.0,137677.0,0.734,631,0,0,Regular,Machinery,2,Critical,Defaulted,1,16,Fair,1,0,Current,Medium,0.8773,Critical
BRW_01572,Prisha Sachdev,Tamil Nadu,Electronics,BR_05,LO_004,2022-11-03,500000,14.0,12,76090.0,44893.0,0.59,750,0,0,Irregular,Property,2,Critical,Active,0,26,Excellent,1,0,Current,Small,0.8694,Critical
BRW_01573,Caleb Nadig,Delhi,Retail Trade,BR_06,LO_020,2023-10-17,10000000,11.96,12,970705.0,888300.0,0.915,778,5,15,Regular,Unsecured,0,Critical,Active,0,14,Excellent,1,1,DPD 1-30,Enterprise,0.9096,Critical
BRW_01574,Pratyush Boase,Gujarat,Retail Trade,BR_17,LO_001,2023-03-11,1000000,12.67,24,294771.0,47386.0,0.161,655,4,45,Regular,Machinery,0,Red,Stressed,0,22,Fair,0,1,DPD 31-60,Small,0.3026,Green
BRW_01575,Ridhi Sami,Punjab,Electronics,BR_05,LO_024,2023-12-08,2000000,18.45,48,495750.0,59221.0,0.119,598,1,0,Regular,Machinery,1,Critical,Active,0,13,Poor,0,0,Current,Medium,0.919,Critical
BRW_01576,Vihaan Raj,Madhya Pradesh,Chemicals,BR_11,LO_024,2022-09-14,3000000,15.44,36,495101.0,104643.0,0.211,606,6,0,Irregular,Unsecured,0,Critical,Active,0,28,Poor,0,1,Current,Medium,0.9128,Critical
